,inns_number,bat,team,bowl,opposition,ball,ball_id,outs,dismissal,over,phase,noball,wide,date,year,ground,country,bat_hand,bowl_style,bowl_kind,bowl_category,runs,balls,line,length,shot,control,inns,1s,2s,3s,4s,5s,6s,bowler_dismissed?,dots
521,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,4.0,17.04,0,,18.0,Slog,0.0,0.0,2019-03-24,2019.0,"Eden Gardens, Kolkata",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,SLOG_SHOT,0.0,1,1,0,0,0,0,0,0,0
130,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,3.0,16.03,0,,17.0,Slog,0.0,0.0,2019-03-24,2019.0,"Eden Gardens, Kolkata",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,1,0,0,0,0,0,0,0
129,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,2.0,16.02,0,,17.0,Slog,0.0,0.0,2019-03-24,2019.0,"Eden Gardens, Kolkata",India,RHB,RM,pace bowler,RAP,2.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,1,0,1,0,0,0,0,0,0
467,1.0,Shubman Gill,Kolkata Knight Riders,Amit Mishra,Delhi Capitals,3.0,8.03,0,,9.0,Middle,0.0,0.0,2019-03-30,2019.0,"Feroz Shah Kotla, Delhi",India,RHB,LB,spin bowler,RWS,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,0.0,1,0,0,0,0,0,0,0,1
1350,1.0,Shubman Gill,Kolkata Knight Riders,Harshal Patel,Delhi Capitals,5.0,7.05,0,,8.0,Middle,0.0,0.0,2019-03-30,2019.0,"Feroz Shah Kotla, Delhi",India,RHB,RM,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
774,1.0,Shubman Gill,Kolkata Knight Riders,Sandeep Lamichhane,Delhi Capitals,1.0,9.01,1,run out,10.0,Middle,0.0,0.0,2019-03-30,2019.0,"Feroz Shah Kotla, Delhi",India,RHB,LBG,spin bowler,RWS,2.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,1,0,1,0,0,0,0,0,0
469,1.0,Shubman Gill,Kolkata Knight Riders,Amit Mishra,Delhi Capitals,5.0,8.05,0,,9.0,Middle,0.0,0.0,2019-03-30,2019.0,"Feroz Shah Kotla, Delhi",India,RHB,LB,spin bowler,RWS,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
468,1.0,Shubman Gill,Kolkata Knight Riders,Amit Mishra,Delhi Capitals,4.0,8.04,0,,9.0,Middle,0.0,0.0,2019-03-30,2019.0,"Feroz Shah Kotla, Delhi",India,RHB,LB,spin bowler,RWS,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,0,0,0,0,0,0,0,1
25,2.0,Shubman Gill,Kolkata Knight Riders,Marcus Stoinis,Royal Challengers Bangalore,9.0,17.09,0,,18.0,Slog,0.0,0.0,2019-04-05,2019.0,"M Chinnaswamy Stadium, Bangalore",India,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
34,2.0,Shubman Gill,Kolkata Knight Riders,Tim Southee,Royal Challengers Bangalore,1.0,18.01,0,,19.0,Slog,0.0,0.0,2019-04-05,2019.0,"M Chinnaswamy Stadium, Bangalore",India,RHB,RMF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SHOT,1.0,1,1,0,0,0,0,0,0,0
305,2.0,Shubman Gill,Kolkata Knight Riders,Pawan Negi,Royal Challengers Bangalore,1.0,19.01,0,,20.0,Slog,0.0,0.0,2019-04-05,2019.0,"M Chinnaswamy Stadium, Bangalore",India,RHB,SLA,spin bowler,SLA,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,LEG_GLANCE,1.0,1,1,0,0,0,0,0,0,0
247,2.0,Shubman Gill,Kolkata Knight Riders,Ben Stokes,Rajasthan Royals,5.0,13.05,0,,14.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RFM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
246,2.0,Shubman Gill,Kolkata Knight Riders,Ben Stokes,Rajasthan Royals,3.0,13.03,0,,14.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RFM,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,SHORT,PULL,0.0,1,1,0,0,0,0,0,0,0
248,2.0,Shubman Gill,Kolkata Knight Riders,Ben Stokes,Rajasthan Royals,6.0,13.06,0,,14.0,Middle,0.0,1.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RFM,pace bowler,RAP,0.0,0.0,ON_THE_STUMPS,GOOD_LENGTH,LEG_GLANCE,0.0,1,0,0,0,0,0,0,0,0
245,2.0,Shubman Gill,Kolkata Knight Riders,Ben Stokes,Rajasthan Royals,2.0,13.02,0,,14.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RFM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
853,2.0,Shubman Gill,Kolkata Knight Riders,Shreyas Gopal,Rajasthan Royals,1.0,12.01,0,,13.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LB,spin bowler,RWS,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
852,2.0,Shubman Gill,Kolkata Knight Riders,Shreyas Gopal,Rajasthan Royals,6.0,10.06,0,,11.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LB,spin bowler,RWS,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
854,2.0,Shubman Gill,Kolkata Knight Riders,Shreyas Gopal,Rajasthan Royals,4.0,12.04,0,,13.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,LB,spin bowler,RWS,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
42,2.0,Shubman Gill,Kolkata Knight Riders,Jofra Archer,Rajasthan Royals,6.0,11.06,0,,12.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,FULL_TOSS,FLICK,1.0,1,1,0,0,0,0,0,0,0
40,2.0,Shubman Gill,Kolkata Knight Riders,Jofra Archer,Rajasthan Royals,1.0,11.01,0,,12.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
244,2.0,Shubman Gill,Kolkata Knight Riders,Ben Stokes,Rajasthan Royals,1.0,13.01,0,,14.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RFM,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,LEG_GLANCE,0.0,1,0,0,0,0,0,0,0,1
41,2.0,Shubman Gill,Kolkata Knight Riders,Jofra Archer,Rajasthan Royals,5.0,11.05,0,,12.0,Middle,0.0,0.0,2019-04-07,2019.0,"Sawai Mansingh Stadium, Jaipur",India,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,1,0,0,0,0,0,0,0,1
204,1.0,Shubman Gill,Kolkata Knight Riders,Imran Tahir,Chennai Super Kings,1.0,10.01,1,stumped,11.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,LBG,spin bowler,RWS,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,0.0,1,0,0,0,0,0,0,1,1
1268,1.0,Shubman Gill,Kolkata Knight Riders,Harbhajan Singh,Chennai Super Kings,4.0,7.04,0,,8.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,OB,spin bowler,RAO,0.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,0,0,0,0,0,0,0,1
1366,1.0,Shubman Gill,Kolkata Knight Riders,Scott Kuggeleijn,Chennai Super Kings,1.0,6.01,0,,7.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,RFM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
1367,1.0,Shubman Gill,Kolkata Knight Riders,Scott Kuggeleijn,Chennai Super Kings,2.0,6.02,0,,7.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,RFM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,0,0,0,0,1
1368,1.0,Shubman Gill,Kolkata Knight Riders,Scott Kuggeleijn,Chennai Super Kings,3.0,6.03,0,,7.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,RFM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
203,1.0,Shubman Gill,Kolkata Knight Riders,Imran Tahir,Chennai Super Kings,1.0,8.01,0,,9.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,LBG,spin bowler,RWS,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
1267,1.0,Shubman Gill,Kolkata Knight Riders,Harbhajan Singh,Chennai Super Kings,3.0,7.03,0,,8.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,OB,spin bowler,RAO,0.0,1.0,ON_THE_STUMPS,FULL,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
1219,1.0,Shubman Gill,Kolkata Knight Riders,Ravindra Jadeja,Chennai Super Kings,2.0,9.02,0,,10.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,SLA,spin bowler,SLA,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
1269,1.0,Shubman Gill,Kolkata Knight Riders,Harbhajan Singh,Chennai Super Kings,5.0,7.05,0,,8.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,OB,spin bowler,RAO,2.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,1,0,1,0,0,0,0,0,0
1270,1.0,Shubman Gill,Kolkata Knight Riders,Harbhajan Singh,Chennai Super Kings,6.0,7.06,0,,8.0,Middle,0.0,0.0,2019-04-09,2019.0,"MA Chidambaram Stadium, Chepauk, Chennai",India,RHB,OB,spin bowler,RAO,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,FLICK,1.0,1,1,0,0,0,0,0,0,0
