,date,team,inns_number,opposition,ground,dismissal,runs,balls,outs,dots,1s,2s,3s,4s,5s,6s,SR,Control%
498,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,11,10,0,4,5,0,0,0,0,1,110.0,100.0
2112,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,12,11,0,4,6,0,0,0,0,1,109.09,100.0
1654,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,13,12,0,4,7,0,0,0,0,1,108.33,100.0
950,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,17,13,0,4,7,0,0,1,0,1,130.77,100.0
1662,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,18,14,0,4,8,0,0,1,0,1,128.57,100.0
1986,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,19,15,0,4,9,0,0,1,0,1,126.67,100.0
267,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,19,16,0,5,9,0,0,1,0,1,118.75,100.0
403,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,19,17,0,6,9,0,0,1,0,1,111.76,100.0
877,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,25,18,0,6,9,0,0,1,0,2,138.89,100.0
642,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,25,19,0,7,9,0,0,1,0,2,131.58,100.0
2309,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,26,20,0,7,10,0,0,1,0,2,130.0,100.0
1493,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,27,21,0,7,11,0,0,1,0,2,128.57,100.0
531,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,27,22,0,8,11,0,0,1,0,2,122.73,100.0
646,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,27,23,0,9,11,0,0,1,0,2,117.39,100.0
764,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,27,24,0,10,11,0,0,1,0,2,112.5,100.0
1871,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,28,25,0,10,12,0,0,1,0,2,112.0,100.0
2172,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,29,26,0,10,13,0,0,1,0,2,111.54,100.0
1525,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,30,27,0,10,14,0,0,1,0,2,111.11,100.0
139,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,30,28,0,11,14,0,0,1,0,2,107.14,100.0
293,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,30,29,0,12,14,0,0,1,0,2,103.45,100.0
430,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,30,30,0,13,14,0,0,1,0,2,100.0,100.0
548,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,30,31,0,14,14,0,0,1,0,2,96.77,100.0
661,2021-09-28,Kolkata Knight Riders,2,Delhi Capitals,Sharjah Cricket Stadium,,30,32,0,15,14,0,0,1,0,2,93.75,100.0
