,p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,inns_runs_rem,inns_balls_rem,inns_rr,inns_rrr,target,max_balls,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
56341,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,1,1.01,no run,0,False,,1070173,2,0,0,0,0,2,5,0.1,0,0,3,0,7,,113,2.57,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,SLA,spin bowler,0,1,0,True,134,192,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,162,43.11
56342,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,2,1.02,run,1,False,,1070173,2,0,0,0,0,3,6,0.2,0,1,4,0,8,,112,3.0,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,SLA,spin bowler,1,1,1,True,132,292,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,161,42.02
56343,1216526,1,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,1,4.01,run,1,False,,1070173,5,0,0,0,0,11,14,0.1,0,1,26,1,25,,95,6.24,,,120,2020-10-16,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,114,231,5,ON_THE_STUMPS,GOOD_LENGTH,STRAIGHT_DRIVE,1.0,161,40.41
56344,1216526,1,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,4,4.04,no run,0,False,,1070173,5,0,0,0,0,11,15,0.4,0,2,27,1,28,,92,5.78,,,120,2020-10-16,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,206,257,4,ON_THE_STUMPS,FULL,ON_DRIVE,0.0,158,37.27
56345,1216526,1,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,5,4.05,run,1,False,,1070173,5,0,0,0,0,12,16,0.5,0,3,28,1,29,,91,5.79,,,120,2020-10-16,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,302,262,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,157,36.25
56346,1216526,1,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,1,6.01,run,1,False,,1070173,7,0,0,0,0,18,19,1.1,0,4,34,2,37,,83,5.51,,,120,2020-10-16,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,243,293,4,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,154,33.27
56347,1216526,1,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,5,6.05,run,1,False,,1070173,7,0,0,0,0,19,20,1.5,0,5,36,2,41,,79,5.26,,,120,2020-10-16,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,47,138,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SQUARE_DRIVE,1.0,150,29.51
56348,1254062,2,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,2,4.02,run,1,False,,1070173,5,0,0,0,0,8,7,0.1,0,3,31,0,25,122.0,95,7.44,7.7,153.0,120,2021-04-13,2021,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,245,198,3,DOWN_LEG,FULL,FLICK,1.0,166,74.12
56349,1254062,2,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,4,4.04,no run,0,False,,1070173,5,0,0,0,0,8,8,0.3,0,4,32,0,27,121.0,93,7.11,7.8,153.0,120,2021-04-13,2021,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,185,199,4,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,164,72.61
56350,1254062,2,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,5,4.05,no run,0,False,,1070173,5,0,0,0,0,8,9,0.4,0,4,32,0,28,121.0,92,6.85,7.89,153.0,120,2021-04-13,2021,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,224,195,3,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,162,70.85
56351,1254062,2,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,6,4.06,no run,0,False,,1070173,5,0,0,0,0,8,10,0.5,0,4,32,0,29,121.0,91,6.62,7.97,153.0,120,2021-04-13,2021,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,159,189,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,160,68.99
56352,1254062,2,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,7,4.07,no run,0,False,,1070173,5,0,0,0,0,8,11,1.0,0,4,32,0,30,121.0,90,6.4,8.06,153.0,120,2021-04-13,2021,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,251,188,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,158,66.31
56353,1254062,2,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,2,6.02,run,1,False,,1070173,7,0,0,0,0,21,17,1.2,0,6,47,0,38,106.0,82,7.42,7.75,153.0,120,2021-04-13,2021,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,269,303,4,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,ON_DRIVE,1.0,167,76.69
56354,1254062,2,Shubman Gill,1070173,Kolkata Knight Riders,Krunal Pandya,471342,Mumbai Indians,5,6.05,run,1,False,,1070173,7,0,0,0,0,22,18,1.5,0,8,49,0,41,104.0,79,7.17,7.89,153.0,120,2021-04-13,2021,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,237,193,3,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,165,75.37
56355,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,1,6.01,run,1,False,,1070173,7,0,0,0,0,20,16,0.1,0,1,36,2,37,,83,5.83,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,259,105,2,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,151,33.65
56356,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,3,6.03,no run,0,False,,1070173,7,0,0,0,0,20,17,0.3,0,2,37,2,39,,81,5.69,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,0,1,0,True,197,190,4,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,150,32.65
56357,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,4,6.04,run,1,False,,1070173,7,0,0,0,0,21,18,0.4,0,3,38,2,40,,80,5.7,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,254,190,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,149,31.66
56358,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,6,6.06,no run,0,False,,1070173,7,0,0,0,0,21,19,1.0,0,4,39,2,42,,78,5.57,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,0,1,0,True,156,158,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,147,29.73
56359,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,1,8.01,run,1,False,,1070173,9,0,0,0,0,24,22,1.1,0,5,48,2,49,,71,5.87,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,301,97,2,ON_THE_STUMPS,GOOD_LENGTH,SWEEP_SHOT,0.0,148,30.68
56360,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,4,8.04,no run,0,False,,1070173,9,0,0,0,0,24,23,1.4,0,6,49,2,52,,68,5.65,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,0,1,0,True,209,189,3,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,145,27.87
56361,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,5,8.05,run,1,False,,1070173,9,0,0,0,0,25,24,1.5,0,7,50,2,53,,67,5.66,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,323,235,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,144,26.96
56362,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,2,10.02,run,2,False,,1070173,11,0,0,0,0,32,27,2.2,0,11,62,3,62,,58,6.0,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,2,1,2,True,284,191,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,146,28.79
56363,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,3,10.03,run,1,False,,1070173,11,0,0,0,0,33,28,2.3,0,12,63,3,63,,57,6.0,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,242,158,2,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,146,28.79
56364,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,5,10.05,four,4,False,,1070173,11,0,0,0,0,37,29,2.5,0,17,68,3,65,,55,6.27,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,4,1,4,True,119,16,8,OUTSIDE_OFFSTUMP,GOOD_LENGTH,REVERSE_SWEEP,1.0,149,31.66
56365,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,6,10.06,run,1,False,,1070173,11,0,0,0,0,38,30,3.0,0,18,69,3,66,,54,6.27,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,230,233,4,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,149,31.66
56366,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,1,12.01,run,2,False,,1070173,13,0,0,0,0,42,33,3.1,0,20,78,3,73,,47,6.41,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,2,1,2,True,267,226,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,149,31.66
56367,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,2,12.02,no run,0,False,,1070173,13,0,0,0,0,42,34,3.2,0,20,78,3,74,,46,6.32,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,0,1,0,True,216,181,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,148,30.68
56368,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,3,12.03,run,1,False,,1070173,13,0,0,0,0,43,35,3.3,0,21,79,3,75,,45,6.32,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,272,133,2,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,147,29.73
56369,1304103,1,Shubman Gill,1070173,Gujarat Titans,Krunal Pandya,471342,Lucknow Super Giants,5,12.05,run,1,False,,1070173,13,0,0,0,0,44,36,3.5,0,23,81,3,77,,43,6.31,,,120,2022-05-10,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Gujarat Titans,IPL,RHB,SLA,spin bowler,1,1,1,True,121,183,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PUSH,1.0,146,28.79
58135,1136597,2,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,2,0.02,run,1,False,,1070173,1,0,0,0,0,1,1,0.2,0,2,2,0,2,180.0,118,6.0,9.15,182.0,120,2018-05-06,2018,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,LFM,pace bowler,1,1,1,True,259,216,3,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,170,34.94
58136,1136597,2,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,1,2.01,four,4,False,,1070173,3,0,0,0,0,6,3,1.1,0,6,19,0,13,163.0,107,8.76,9.14,182.0,120,2018-05-06,2018,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,LFM,pace bowler,4,1,4,True,152,359,5,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,172,39.22
58137,1136597,2,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,2,2.02,run,1,False,,1070173,3,0,0,0,0,7,4,1.2,0,7,20,0,14,162.0,106,8.57,9.16,182.0,120,2018-05-06,2018,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Kolkata Knight Riders,IPL,RHB,LFM,pace bowler,1,1,1,True,216,116,1,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,172,39.13
58138,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,1,0.01,run,1,False,,1070173,1,0,0,0,0,1,1,0.1,0,1,1,0,1,,119,6.0,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,1,1,1,True,155,245,5,OUTSIDE_OFFSTUMP,FULL,PUSH,1.0,169,50.86
58139,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,1,0.01,run,1,False,,1070173,1,0,0,0,0,1,1,0.1,0,1,1,0,1,,119,6.0,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,1,1,1,True,155,245,5,OUTSIDE_OFFSTUMP,FULL,PUSH,1.0,169,50.86
58140,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,4,0.04,no run,0,False,,1070173,1,0,0,0,0,1,2,0.4,0,2,2,0,4,,116,3.0,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,0,1,0,True,233,174,3,ON_THE_STUMPS,FULL,FLICK,1.0,165,46.41
58141,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,5,0.05,no run,0,False,,1070173,1,0,0,0,0,1,3,0.5,0,2,2,0,5,,115,2.4,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,0,1,0,True,114,175,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SQUARE_DRIVE,1.0,164,45.3
58142,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,6,0.06,run,1,False,,1070173,1,0,0,0,0,2,4,1.0,0,3,3,0,6,,114,3.0,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,1,1,1,True,203,217,4,,,DEFENDED,1.0,163,44.2
58143,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,2,2.02,no run,0,False,,1070173,3,0,0,0,0,3,7,1.2,0,4,6,0,14,,106,2.57,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,0,1,0,True,220,193,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,154,34.71
58144,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,3,2.03,run,1,False,,1070173,3,0,0,0,0,4,8,1.3,0,5,7,0,15,,105,2.8,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,1,1,1,True,309,212,3,ON_THE_STUMPS,FULL,SLOG_SHOT,0.0,153,33.71
58145,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Mitchell McClenaghan,319439,Mumbai Indians,5,2.05,run,1,False,,1070173,3,0,0,0,0,5,9,1.5,0,6,9,0,17,,103,3.17,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,LFM,pace bowler,1,1,1,True,325,136,2,DOWN_LEG,SHORT,PULL,1.0,152,32.73
58511,1136593,2,Shubman Gill,1070173,Kolkata Knight Riders,Lungi Ngidi,542023,Chennai Super Kings,3,16.03,run,1,False,,1070173,17,0,0,0,0,56,35,2.3,1,32,161,4,99,17.0,21,9.75,4.85,178.0,120,2018-05-03,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RFM,pace bowler,1,1,1,True,122,62,8,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,STEERED,0.0,202,98.36
58512,1136593,2,Shubman Gill,1070173,Kolkata Knight Riders,Lungi Ngidi,542023,Chennai Super Kings,5,16.05,wide,1,False,,1070173,17,0,1,0,0,56,35,2.4,1,34,163,4,100,15.0,20,9.78,4.5,178.0,120,2018-05-03,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RFM,pace bowler,0,0,1,True,0,0,0,ON_THE_STUMPS,SHORT,LEFT_ALONE,1.0,202,98.73
58513,1136593,2,Shubman Gill,1070173,Kolkata Knight Riders,Lungi Ngidi,542023,Chennai Super Kings,6,16.06,run,1,False,,1070173,17,0,0,0,0,57,36,2.5,1,35,164,4,101,14.0,19,9.74,4.42,178.0,120,2018-05-03,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RFM,pace bowler,1,1,1,True,164,190,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,201,98.85
58514,1216536,1,Shubman Gill,1070173,Kolkata Knight Riders,Lungi Ngidi,542023,Chennai Super Kings,1,4.01,no run,0,False,,1070173,5,0,0,0,0,22,11,0.1,0,0,28,0,25,,95,6.72,,,120,2020-10-29,2020,Dubai International Cricket Stadium,United Arab Emirates,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RFM,pace bowler,0,1,0,True,236,196,3,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PUSH,1.0,161,47.78
58515,1216536,1,Shubman Gill,1070173,Kolkata Knight Riders,Lungi Ngidi,542023,Chennai Super Kings,2,4.02,no run,0,False,,1070173,5,0,0,0,0,22,12,0.2,0,0,28,0,26,,94,6.46,,,120,2020-10-29,2020,Dubai International Cricket Stadium,United Arab Emirates,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RFM,pace bowler,0,1,0,True,209,307,4,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,159,45.57
58516,1216536,1,Shubman Gill,1070173,Kolkata Knight Riders,Lungi Ngidi,542023,Chennai Super Kings,3,4.03,run,1,False,,1070173,5,0,0,0,0,23,13,0.3,0,1,29,0,27,,93,6.44,,,120,2020-10-29,2020,Dubai International Cricket Stadium,United Arab Emirates,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RFM,pace bowler,1,1,1,True,77,198,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,158,44.47
59732,1178404,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,1,18.01,no run,0,False,,1070173,19,0,0,0,0,11,13,3.1,0,32,153,6,109,,11,8.42,,,120,2019-04-14,2019,"Eden Gardens, Kolkata",India,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RM,pace bowler,0,1,0,True,0,0,0,WIDE_OUTSIDE_OFFSTUMP,SHORT,LEFT_ALONE,1.0,171,57.51
59733,1178404,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,2,18.02,run,1,False,,1070173,19,0,0,0,0,12,14,3.2,0,33,154,6,110,,10,8.4,,,120,2019-04-14,2019,"Eden Gardens, Kolkata",India,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RM,pace bowler,1,1,1,True,322,138,2,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,170,56.42
59734,1178404,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,4,18.04,no run,0,False,,1070173,19,0,0,0,0,12,15,3.4,0,34,155,6,112,,8,8.3,,,120,2019-04-14,2019,"Eden Gardens, Kolkata",India,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RM,pace bowler,0,1,0,True,198,138,1,ON_THE_STUMPS,YORKER,ON_DRIVE,0.0,168,54.21
59735,1178404,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,5,18.05,run,1,False,,1070173,19,0,0,0,0,13,16,3.5,0,35,156,6,113,,7,8.28,,,120,2019-04-14,2019,"Eden Gardens, Kolkata",India,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RM,pace bowler,1,1,1,True,316,203,3,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,168,54.21
59736,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,5,0.05,no run,0,False,,1070173,1,0,0,0,0,0,1,0.4,0,6,6,0,4,,116,9.0,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,0,1,0,True,149,196,5,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,176,58.69
59737,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,6,0.06,run,1,False,,1070173,1,0,0,0,0,1,2,0.5,0,7,7,0,5,,115,8.4,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,1,1,1,True,160,244,5,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PUSH,1.0,175,57.61
59738,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,1,2.01,run,1,False,,1070173,3,0,0,0,0,4,6,1.1,0,8,11,0,13,,107,5.07,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,1,1,1,True,295,79,2,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,167,48.78
59739,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,3,2.03,four,4,False,,1070173,3,0,0,0,0,8,7,1.3,0,13,16,0,15,,105,6.4,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,4,1,4,True,343,262,3,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,169,51.0
59740,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,4,2.04,run,1,False,,1070173,3,0,0,0,0,9,8,1.4,0,14,17,0,16,,104,6.37,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,1,1,1,True,200,246,4,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,170,52.11
59741,1216536,1,Shubman Gill,1070173,Kolkata Knight Riders,Deepak Chahar,447261,Chennai Super Kings,1,0.01,four,4,False,,1070173,1,0,0,0,0,4,1,0.1,0,4,4,0,1,,119,24.0,,,120,2020-10-29,2020,Dubai International Cricket Stadium,United Arab Emirates,Chennai Super Kings,Chennai Super Kings,IPL,RHB,RM,pace bowler,4,1,4,True,27,232,6,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,168,55.47
