,p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,inns_runs_rem,inns_balls_rem,inns_rr,inns_rrr,target,max_balls,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
898,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,1,2.01,run,1,False,,1070173,3,0,0,0,0,16,8,0.1,0,1,17,0,13,,107,7.84,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,202,219,4,OUTSIDE_OFFSTUMP,FULL,PUSH,1.0,165,46.47
899,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,4,2.04,no run,0,False,,1070173,3,0,0,0,0,16,9,0.4,0,2,18,0,16,,104,6.75,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,154,224,5,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,162,43.17
900,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,5,2.05,no run,0,False,,1070173,3,0,0,0,0,16,10,0.5,0,2,18,0,17,,103,6.35,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,0,1,0,True,221,193,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,160,41.01
901,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,6,2.06,run,1,False,,1070173,3,0,0,0,0,17,11,1.0,0,3,19,0,18,,102,6.33,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,136,209,5,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,159,39.94
902,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,1,5.01,run,1,False,,1070173,6,0,0,0,0,22,16,1.1,0,4,40,0,31,,89,7.74,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,324,135,2,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,166,47.58
903,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,4,5.04,four,4,False,,1070173,6,0,0,0,0,26,17,1.4,0,9,45,0,34,,86,7.94,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,4,1,4,True,360,109,2,ON_THE_STUMPS,FULL_TOSS,FLICK,1.0,167,48.69
904,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,5,5.05,run,1,False,,1070173,6,0,0,0,0,27,18,1.5,0,10,46,0,35,,85,7.88,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,125,141,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DAB,1.0,167,48.69
905,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,1,14.01,four,4,False,,1070173,15,0,0,0,0,71,42,2.1,0,18,147,1,85,,35,10.37,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,4,1,4,True,118,350,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,205,83.77
906,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,2,14.02,four,4,False,,1070173,15,0,0,0,0,75,43,2.2,0,22,151,1,86,,34,10.53,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,4,1,4,True,241,14,1,ON_THE_STUMPS,FULL,LEG_GLANCE,1.0,208,85.49
907,1178422,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,3,14.03,run,1,False,,1070173,15,0,0,0,0,76,44,2.3,0,23,152,1,87,,33,10.48,,,120,2019-04-28,2019,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,298,247,3,ON_THE_STUMPS,FULL,FLICK,1.0,207,84.94
908,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,1,3.01,run,2,False,,1070173,4,0,0,0,0,7,10,0.1,0,2,17,0,19,,101,5.36,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,2,1,2,True,308,89,2,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,159,39.88
909,1178431,1,Shubman Gill,1070173,Kolkata Knight Riders,Lasith Malinga,49758,Mumbai Indians,2,3.02,run,1,False,,1070173,4,0,0,0,0,8,11,0.2,0,3,18,0,20,,100,5.4,,,120,2019-05-05,2019,"Wankhede Stadium, Mumbai",India,Mumbai Indians,Mumbai Indians,IPL,RHB,RF,pace bowler,1,1,1,True,283,246,3,OUTSIDE_OFFSTUMP,FULL,FLICK,1.0,159,39.88
4731,1136578,1,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,5,19.05,run,1,False,,1070173,20,0,0,0,0,13,7,3.4,2,28,189,7,118,,0,9.61,,,0,2018-04-21,2018,"Eden Gardens, Kolkata",India,Kings XI Punjab,Kings XI Punjab,IPL,RHB,RMF,pace bowler,1,1,1,True,224,311,4,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,193,78.36
4732,1136578,1,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,7,19.07,run,1,False,,1070173,20,0,0,0,0,14,8,4.0,2,30,191,7,120,,0,9.55,,,0,2018-04-21,2018,"Eden Gardens, Kolkata",India,Kings XI Punjab,Kings XI Punjab,IPL,RHB,RMF,pace bowler,1,1,1,True,124,197,6,ON_THE_STUMPS,GOOD_LENGTH,COVER_DRIVE,1.0,191,76.76
4733,1136604,1,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,1,18.01,four,4,False,,1070173,19,0,0,0,0,4,1,3.1,4,38,226,5,109,,11,12.44,,,120,2018-05-12,2018,"Holkar Cricket Stadium, Indore",India,Kolkata Knight Riders,Kings XI Punjab,IPL,RHB,RMF,pace bowler,4,1,4,True,104,15,8,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,0.0,247,97.44
4734,1136604,1,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,2,18.02,no run,0,False,,1070173,19,0,0,0,0,4,2,3.2,4,38,226,5,110,,10,12.32,,,120,2018-05-12,2018,"Holkar Cricket Stadium, Indore",India,Kolkata Knight Riders,Kings XI Punjab,IPL,RHB,RMF,pace bowler,0,1,0,True,172,192,5,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,246,97.33
4735,1136604,1,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,3,18.03,run,1,False,,1070173,19,0,0,0,0,5,3,3.3,4,39,227,5,111,,9,12.27,,,120,2018-05-12,2018,"Holkar Cricket Stadium, Indore",India,Kolkata Knight Riders,Kings XI Punjab,IPL,RHB,RMF,pace bowler,1,1,1,True,234,276,4,ON_THE_STUMPS,FULL_TOSS,ON_DRIVE,1.0,245,97.21
4736,1136604,1,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,6,18.06,run,1,False,,1070173,19,0,0,0,0,6,4,4.0,4,41,229,5,114,,6,12.05,,,120,2018-05-12,2018,"Holkar Cricket Stadium, Indore",India,Kolkata Knight Riders,Kings XI Punjab,IPL,RHB,RMF,pace bowler,1,1,1,True,124,230,5,OUTSIDE_OFFSTUMP,FULL_TOSS,COVER_DRIVE,1.0,241,96.69
4737,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,1,5.01,four,4,False,,1070173,6,0,0,0,0,14,12,0.1,0,4,51,0,31,133.0,89,9.87,8.96,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,4,1,4,True,322,67,2,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,184,55.18
4738,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,2,5.02,no run,0,False,,1070173,6,0,0,0,0,14,13,0.2,0,4,51,0,32,133.0,88,9.56,9.06,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,0,1,0,True,138,147,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,STEERED,1.0,184,54.5
4739,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,3,5.03,run,1,False,,1070173,6,0,0,0,0,15,14,0.3,0,5,52,0,33,132.0,87,9.45,9.1,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,1,1,1,True,39,209,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,182,52.76
4740,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,1,13.01,run,1,False,,1070173,14,0,0,0,0,52,38,1.1,1,16,129,2,79,55.0,41,9.79,8.04,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,1,1,1,True,0,0,0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,199,88.25
4741,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,2,16.02,run,1,False,,1070173,17,0,0,0,0,59,46,2.2,1,34,159,3,98,25.0,22,9.73,6.81,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,1,1,1,True,278,225,3,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,198,96.04
4742,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,4,16.04,four,4,False,,1070173,17,0,0,0,0,63,47,2.4,1,39,164,3,100,20.0,20,9.84,6.0,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,4,1,4,True,345,222,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,199,97.72
4743,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Andrew Tye,459508,Punjab Kings,5,16.05,run,1,False,,1070173,17,0,0,0,0,64,48,2.5,1,40,165,3,101,19.0,19,9.8,6.0,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,1,1,1,True,227,296,4,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,199,97.9
5431,1175372,2,Shubman Gill,1070173,Kolkata Knight Riders,Marcus Stoinis,325012,Royal Challengers Bangalore,9,17.09,run,1,False,,1070173,18,0,0,0,0,1,1,1.4,0,28,176,5,108,30.0,12,9.77,15.0,206.0,120,2019-04-05,2019,"M Chinnaswamy Stadium, Bangalore",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,1,1,1,True,201,311,4,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,201,15.16
5432,1216515,2,Shubman Gill,1070173,Kolkata Knight Riders,Marcus Stoinis,325012,Delhi Capitals,2,4.02,four,4,False,,1070173,5,0,0,0,0,19,12,0.2,0,5,44,1,26,185.0,94,10.15,11.8,229.0,120,2020-10-03,2020,Sharjah Cricket Stadium,United Arab Emirates,Delhi Capitals,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,4,1,4,True,345,119,2,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,180,6.41
5433,1216515,2,Shubman Gill,1070173,Kolkata Knight Riders,Marcus Stoinis,325012,Delhi Capitals,3,4.03,run,1,False,,1070173,5,0,0,0,0,20,13,0.3,0,6,45,1,27,184.0,93,10.0,11.87,229.0,120,2020-10-03,2020,Sharjah Cricket Stadium,United Arab Emirates,Delhi Capitals,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,1,1,1,True,223,245,4,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,182,6.54
5434,1216515,2,Shubman Gill,1070173,Kolkata Knight Riders,Marcus Stoinis,325012,Delhi Capitals,5,4.05,run,1,False,,1070173,5,0,0,0,0,21,14,0.5,0,8,47,1,29,182.0,91,9.72,12.0,229.0,120,2020-10-03,2020,Sharjah Cricket Stadium,United Arab Emirates,Delhi Capitals,Kolkata Knight Riders,IPL,RHB,RM,pace bowler,1,1,1,True,222,247,4,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,180,5.95
5435,1254082,1,Shubman Gill,1070173,Kolkata Knight Riders,Marcus Stoinis,325012,Delhi Capitals,5,9.05,run,2,False,,1070173,10,0,0,0,0,36,29,0.5,1,6,72,2,59,,61,7.32,,,120,2021-04-29,2021,"Narendra Modi Stadium, Ahmedabad",India,Delhi Capitals,Delhi Capitals,IPL,RHB,RM,pace bowler,2,1,2,True,71,102,7,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,166,49.71
5436,1254082,1,Shubman Gill,1070173,Kolkata Knight Riders,Marcus Stoinis,325012,Delhi Capitals,6,9.06,run,1,False,,1070173,10,0,0,0,0,37,30,1.0,1,7,73,2,60,,60,7.3,,,120,2021-04-29,2021,"Narendra Modi Stadium, Ahmedabad",India,Delhi Capitals,Delhi Capitals,IPL,RHB,RM,pace bowler,1,1,1,True,139,237,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,165,48.61
7010,1136618,1,Shubman Gill,1070173,Kolkata Knight Riders,Ben Laughlin,315623,Rajasthan Royals,3,10.03,no run,0,False,,1070173,11,0,0,0,0,2,3,0.3,0,3,66,4,63,,57,6.28,,,120,2018-05-23,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RFM,pace bowler,0,1,0,True,154,222,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,150,35.03
7011,1136618,1,Shubman Gill,1070173,Kolkata Knight Riders,Ben Laughlin,315623,Rajasthan Royals,4,10.04,four,4,False,,1070173,11,0,0,0,0,6,4,0.4,0,7,70,4,64,,56,6.56,,,120,2018-05-23,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RFM,pace bowler,4,1,4,True,126,20,8,OUTSIDE_OFFSTUMP,GOOD_LENGTH,STEERED,1.0,152,37.13
7012,1136618,1,Shubman Gill,1070173,Kolkata Knight Riders,Ben Laughlin,315623,Rajasthan Royals,5,10.05,run,1,False,,1070173,11,0,0,0,0,7,5,0.5,0,8,71,4,65,,55,6.55,,,120,2018-05-23,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RFM,pace bowler,1,1,1,True,51,181,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SQUARE_DRIVE,1.0,154,39.28
8544,1175372,2,Shubman Gill,1070173,Kolkata Knight Riders,Tim Southee,232364,Royal Challengers Bangalore,1,18.01,run,1,False,,1070173,19,0,0,0,0,2,2,3.1,0,33,177,5,109,29.0,11,9.74,15.81,206.0,120,2019-04-05,2019,"M Chinnaswamy Stadium, Bangalore",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RMF,pace bowler,1,1,1,True,203,331,4,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SHOT,1.0,200,10.33
8545,1304081,1,Shubman Gill,1070173,Gujarat Titans,Tim Southee,232364,Kolkata Knight Riders,1,1.01,out,0,True,caught,1070173,2,0,0,0,0,7,5,0.1,1,0,8,1,7,,113,6.85,,,120,2022-04-23,2022,"Dr DY Patil Sports Academy, Mumbai",India,Gujarat Titans,Gujarat Titans,IPL,RHB,RMF,pace bowler,0,1,0,True,191,126,1,DOWN_LEG,GOOD_LENGTH,LEG_GLANCE,0.0,160,43.9
8837,1254096,2,Shubman Gill,1070173,Kolkata Knight Riders,Adam Milne,450860,Mumbai Indians,1,1.01,no run,0,False,,1070173,2,0,0,0,0,7,4,0.1,0,0,15,0,7,141.0,113,12.85,7.48,156.0,120,2021-09-23,2021,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RF,pace bowler,0,1,0,True,167,189,5,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,169,68.98
8838,1254096,2,Shubman Gill,1070173,Kolkata Knight Riders,Adam Milne,450860,Mumbai Indians,2,1.02,run,1,False,,1070173,2,0,0,0,0,8,5,0.2,0,1,16,0,8,140.0,112,12.0,7.5,156.0,120,2021-09-23,2021,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RF,pace bowler,1,1,1,True,334,132,2,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,169,69.18
10360,1136618,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,1,14.01,four,4,False,,1070173,15,0,0,0,0,28,16,2.1,1,17,106,4,85,,35,7.48,,,120,2018-05-23,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,4,1,4,True,16,209,6,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,164,50.51
10361,1136618,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,2,14.02,out,0,True,caught,1070173,15,0,0,0,0,28,17,2.2,2,17,106,5,86,,34,7.39,,,120,2018-05-23,2018,"Eden Gardens, Kolkata",India,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,0,1,0,True,182,140,1,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,0.0,160,45.96
10362,1178396,2,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,1,11.01,run,1,False,,1070173,12,0,0,0,0,2,2,2.1,0,12,116,2,67,24.0,53,10.38,2.71,140.0,120,2019-04-07,2019,"Sawai Mansingh Stadium, Jaipur",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RF,pace bowler,1,1,1,True,304,107,2,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,198,99.59
10363,1178396,2,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,5,11.05,no run,0,False,,1070173,12,0,0,0,0,2,3,2.5,0,13,117,2,71,23.0,49,9.88,2.81,140.0,120,2019-04-07,2019,"Sawai Mansingh Stadium, Jaipur",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RF,pace bowler,0,1,0,True,177,191,5,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,191,99.61
10364,1178396,2,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,6,11.06,run,1,False,,1070173,12,0,0,0,0,3,4,3.0,0,14,118,2,72,22.0,48,9.83,2.75,140.0,120,2019-04-07,2019,"Sawai Mansingh Stadium, Jaipur",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,RF,pace bowler,1,1,1,True,296,135,2,ON_THE_STUMPS,FULL_TOSS,FLICK,1.0,190,99.6
10365,1216504,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,1,0.01,no run,0,False,,1070173,1,0,0,0,0,0,1,0.1,0,0,0,0,1,,119,0.0,,,120,2020-09-30,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,0,1,0,True,145,192,6,OUTSIDE_OFFSTUMP,FULL,DEFENDED,1.0,178,62.0
10366,1216504,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,2,0.02,no run,0,False,,1070173,1,0,0,0,0,0,2,0.2,0,0,0,0,2,,118,0.0,,,120,2020-09-30,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,0,1,0,True,239,163,2,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,176,59.89
10367,1216504,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,3,0.03,no run,0,False,,1070173,1,0,0,0,0,0,3,0.3,0,0,0,0,3,,117,0.0,,,120,2020-09-30,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,0,1,0,True,146,235,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,175,58.82
10368,1216504,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,4,0.04,run,1,False,,1070173,1,0,0,0,0,1,4,0.4,0,1,1,0,4,,116,1.5,,,120,2020-09-30,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,1,1,1,True,272,54,1,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,174,57.74
10369,1216504,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,1,11.01,out,0,True,caught,1070173,12,0,0,0,0,47,34,1.1,1,1,89,3,67,,53,7.97,,,120,2020-09-30,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,0,1,0,True,169,195,5,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,0.0,182,66.07
10370,1216530,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,1,0.01,run,1,False,,1070173,1,0,0,0,0,1,1,0.1,0,1,1,0,1,,119,6.0,,,120,2020-11-01,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,1,1,1,True,92,55,8,ON_THE_STUMPS,FULL,FLICK,0.0,172,56.2
10371,1216530,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,4,2.04,no run,0,False,,1070173,3,0,0,0,0,13,8,1.4,1,2,14,1,16,,104,5.25,,,120,2020-11-01,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,0,1,0,True,127,139,7,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DAB,1.0,166,49.57
10372,1216530,1,Shubman Gill,1070173,Kolkata Knight Riders,Jofra Archer,669855,Rajasthan Royals,5,2.05,run,1,False,,1070173,3,0,0,0,0,14,9,1.5,1,3,15,1,17,,103,5.29,,,120,2020-11-01,2020,Dubai International Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Rajasthan Royals,IPL,RHB,RF,pace bowler,1,1,1,True,299,223,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,165,48.46
10900,1216520,1,Shubman Gill,1070173,Kolkata Knight Riders,Chris Jordan,288992,Punjab Kings,2,8.02,no run,0,False,,1070173,9,0,0,0,0,34,22,0.2,0,1,81,3,50,,70,9.72,,,120,2020-10-26,2020,Sharjah Cricket Stadium,United Arab Emirates,Kings XI Punjab,Kings XI Punjab,IPL,RHB,RFM,pace bowler,0,1,0,True,0,0,0,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,0.0,186,70.42
10901,1216520,1,Shubman Gill,1070173,Kolkata Knight Riders,Chris Jordan,288992,Punjab Kings,3,8.03,no run,0,False,,1070173,9,0,0,0,0,34,23,0.3,0,1,81,3,51,,69,9.52,,,120,2020-10-26,2020,Sharjah Cricket Stadium,United Arab Emirates,Kings XI Punjab,Kings XI Punjab,IPL,RHB,RFM,pace bowler,0,1,0,True,190,130,1,WIDE_OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,0.0,184,68.56
10902,1216520,1,Shubman Gill,1070173,Kolkata Knight Riders,Chris Jordan,288992,Punjab Kings,4,8.04,run,1,False,,1070173,9,0,0,0,0,35,24,0.4,0,2,82,3,52,,68,9.46,,,120,2020-10-26,2020,Sharjah Cricket Stadium,United Arab Emirates,Kings XI Punjab,Kings XI Punjab,IPL,RHB,RFM,pace bowler,1,1,1,True,273,297,4,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,183,67.6
10903,1216520,1,Shubman Gill,1070173,Kolkata Knight Riders,Chris Jordan,288992,Punjab Kings,1,10.01,no run,0,False,,1070173,11,0,0,0,0,44,29,1.1,0,2,92,4,61,,59,9.04,,,120,2020-10-26,2020,Sharjah Cricket Stadium,United Arab Emirates,Kings XI Punjab,Kings XI Punjab,IPL,RHB,RFM,pace bowler,0,1,0,True,0,0,0,OUTSIDE_OFFSTUMP,YORKER,PUSH,0.0,179,63.63
10904,1216520,1,Shubman Gill,1070173,Kolkata Knight Riders,Chris Jordan,288992,Punjab Kings,2,10.02,run,1,False,,1070173,11,0,0,0,0,45,30,1.2,0,3,93,4,62,,58,9.0,,,120,2020-10-26,2020,Sharjah Cricket Stadium,United Arab Emirates,Kings XI Punjab,Kings XI Punjab,IPL,RHB,RFM,pace bowler,1,1,1,True,37,223,6,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,179,63.63
