1s,2s,3s,4s,5s,6s,ball,ball_id,balls,bat,bat_hand,bowl,bowl_category,bowl_kind,bowl_style,bowler_dismissed?,control,country,date,dismissal,dots,ground,Index,inns,inns_number,length,line,noball,opposition,outs,over,phase,runs,shot,team,wide,year
0,0,0,0,0,0,1,0.01,0,Shubman Gill,RHB,Deepak Chahar,RAP,pace bowler,RM,0,1,United Arab Emirates,10/15/2021,"",0,Dubai International Cricket Stadium,1137,1,2,GOOD_LENGTH,DOWN_LEG,0,Chennai Super Kings,0,1,PP,0,LEFT_ALONE,Kolkata Knight Riders,1,2021
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Bhuvneshwar Kumar,RAP,pace bowler,RM,0,1,United Arab Emirates,10/3/2021,"",1,Dubai International Cricket Stadium,973,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Sunrisers Hyderabad,0,1,PP,0,LEFT_ALONE,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Chris Morris,RAP,pace bowler,RFM,0,1,United Arab Emirates,10/21/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",666,1,1,FULL,OUTSIDE_OFFSTUMP,0,Royal Challengers Bangalore,0,1,PP,0,PUSH,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Dushmantha Chameera,RAP,pace bowler,RF,0,0,India,3/28/2022,"",1,"Wankhede Stadium, Mumbai",1183,1,2,SHORT_OF_A_GOOD_LENGTH,ON_THE_STUMPS,0,Lucknow Super Giants,0,1,PP,0,FLICK,Gujarat Titans,0,2022
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Jaydev Unadkat,LAP,pace bowler,LM,0,0,United Arab Emirates,10/7/2021,"",1,Sharjah Cricket Stadium,1024,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,1,PP,0,DEFENDED,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Jofra Archer,RAP,pace bowler,RF,0,1,United Arab Emirates,9/30/2020,"",1,Dubai International Cricket Stadium,459,1,1,FULL,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,1,PP,0,DEFENDED,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Kagiso Rabada,RAP,pace bowler,RF,0,1,United Arab Emirates,10/3/2020,"",1,Sharjah Cricket Stadium,494,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Delhi Capitals,0,1,PP,0,COVER_DRIVE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Mohammed Shami,RAP,pace bowler,RF,0,1,India,5/3/2019,"",1,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",319,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,1,PP,0,DEFENDED,Kolkata Knight Riders,0,2019
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Mohammed Siraj,RAP,pace bowler,RMF,0,1,United Arab Emirates,9/20/2021,"",1,"Zayed Cricket Stadium, Abu Dhabi",881,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Royal Challengers Bangalore,0,1,PP,0,DEFENDED,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Sandeep Sharma,RAP,pace bowler,RM,0,1,United Arab Emirates,10/18/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",629,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Sunrisers Hyderabad,0,1,PP,0,PUSH,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Trent Boult,LAP,pace bowler,LFM,0,1,United Arab Emirates,9/23/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",385,1,2,YORKER,OUTSIDE_OFFSTUMP,0,Mumbai Indians,0,1,PP,0,PUSH,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Trent Boult,LAP,pace bowler,LFM,0,1,United Arab Emirates,9/23/2021,"",1,"Zayed Cricket Stadium, Abu Dhabi",918,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Mumbai Indians,0,1,PP,0,LEFT_ALONE,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,0.01,1,Shubman Gill,RHB,Tushar Deshpande,RAP,pace bowler,RM,0,1,United Arab Emirates,10/24/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",673,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Delhi Capitals,0,1,PP,0,CUT_SHOT,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,1.01,0,Shubman Gill,RHB,Arshdeep Singh,LAP,pace bowler,LMF,0,0,India,4/8/2022,"",0,"Brabourne Stadium, Mumbai",1238,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,2,PP,0,LEFT_ALONE,Gujarat Titans,1,2022
0,0,0,0,0,0,1,1.01,0,Shubman Gill,RHB,Tushar Deshpande,RAP,pace bowler,RM,0,0,India,5/10/2024,"",0,"Narendra Modi Stadium, Ahmedabad",2380,1,1,FULL,DOWN_LEG,0,Chennai Super Kings,0,2,PP,0,LEG_GLANCE,Gujarat Titans,1,2024
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Adam Milne,RAP,pace bowler,RF,0,1,United Arab Emirates,9/23/2021,"",1,"Zayed Cricket Stadium, Abu Dhabi",921,1,2,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Mumbai Indians,0,2,PP,0,DEFENDED,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Akash Madhwal,RAP,pace bowler,RMF,0,0,India,5/12/2023,"",1,"Wankhede Stadium, Mumbai",1893,1,2,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Mumbai Indians,0,2,PP,0,STEERED,Gujarat Titans,0,2023
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Ankit Rajpoot,RAP,pace bowler,RM,0,1,United Arab Emirates,9/30/2020,"",1,Dubai International Cricket Stadium,463,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,2,PP,0,LEFT_ALONE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Arshdeep Singh,LAP,pace bowler,LMF,0,1,India,5/3/2019,"",1,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",322,1,2,GOOD_LENGTH,ON_THE_STUMPS,0,Punjab Kings,0,2,PP,0,STEERED,Kolkata Knight Riders,0,2019
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Axar Patel,SLA,spin bowler,SLA,0,1,United Arab Emirates,9/28/2021,"",1,Sharjah Cricket Stadium,933,1,2,FULL,ON_THE_STUMPS,0,Delhi Capitals,0,2,PP,0,DEFENDED,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Dushmantha Chameera,RAP,pace bowler,RF,0,0,India,5/10/2022,"",1,"Maharashtra Cricket Association Stadium, Pune",1422,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Lucknow Super Giants,0,2,PP,0,CUT_SHOT,Gujarat Titans,0,2022
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Ishant Sharma,RAP,pace bowler,RFM,0,1,India,5/2/2023,"",1,"Narendra Modi Stadium, Ahmedabad",1796,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Delhi Capitals,0,2,PP,0,LEFT_ALONE,Gujarat Titans,0,2023
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Jason Behrendorff,LAP,pace bowler,LFM,0,1,India,4/25/2023,"",1,"Narendra Modi Stadium, Ahmedabad",1725,1,1,SHORT_OF_A_GOOD_LENGTH,ON_THE_STUMPS,0,Mumbai Indians,0,2,PP,0,DEFENDED,Gujarat Titans,0,2023
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Kagiso Rabada,RAP,pace bowler,RF,0,1,India,5/3/2022,"",1,"Dr DY Patil Sports Academy, Mumbai",1379,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,2,PP,0,DEFENDED,Gujarat Titans,0,2022
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Krunal Pandya,SLA,spin bowler,SLA,0,1,India,4/22/2023,"",1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1722,1,1,GOOD_LENGTH,ON_THE_STUMPS,0,Lucknow Super Giants,0,2,PP,0,FLICK,Gujarat Titans,0,2023
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Krunal Pandya,SLA,spin bowler,SLA,0,1,India,5/5/2019,"",1,"Wankhede Stadium, Mumbai",373,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Mumbai Indians,0,2,PP,0,COVER_DRIVE,Kolkata Knight Riders,0,2019
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Marco Jansen,LAP,pace bowler,LF,0,1,India,4/11/2022,"",1,"Dr DY Patil Sports Academy, Mumbai",1298,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Sunrisers Hyderabad,0,2,PP,0,DEFENDED,Gujarat Titans,0,2022
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Mohammed Shami,RAP,pace bowler,RF,0,1,India,4/26/2021,"",1,"Narendra Modi Stadium, Ahmedabad",838,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,2,PP,0,PUSH,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Mohammed Shami,RAP,pace bowler,RF,0,1,United Arab Emirates,10/26/2020,"",1,Sharjah Cricket Stadium,683,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,2,PP,0,LEFT_ALONE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Mohammed Siraj,RAP,pace bowler,RF,0,1,India,4/28/2024,"",1,"Narendra Modi Stadium, Ahmedabad",2351,1,1,FULL,OUTSIDE_OFFSTUMP,0,Royal Challengers Bengaluru,0,2,PP,0,COVER_DRIVE,Gujarat Titans,0,2024
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Nathan Coulter-Nile,RAP,pace bowler,RF,0,1,United Arab Emirates,10/16/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",608,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Mumbai Indians,0,2,PP,0,LEFT_ALONE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Prasidh Krishna,RAP,pace bowler,RFM,0,1,India,4/14/2022,"",1,"Dr DY Patil Sports Academy, Mumbai",1305,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,2,PP,0,PULL,Gujarat Titans,0,2022
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Prasidh Krishna,RAP,pace bowler,RFM,0,1,India,5/24/2022,"",1,"Eden Gardens, Kolkata",1492,1,2,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,2,PP,0,LEFT_ALONE,Gujarat Titans,0,2022
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Sam Curran,LAP,pace bowler,LMF,0,1,United Arab Emirates,10/7/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",519,1,1,FULL,ON_THE_STUMPS,0,Chennai Super Kings,0,2,PP,0,STRAIGHT_DRIVE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Sandeep Sharma,RAP,pace bowler,RM,0,1,India,4/11/2021,"",1,"MA Chidambaram Stadium, Chepauk, Chennai",768,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Sunrisers Hyderabad,0,2,PP,0,COVER_DRIVE,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Simarjeet Singh,RAP,pace bowler,RMF,0,1,India,5/15/2022,"",1,"Wankhede Stadium, Mumbai",1471,1,2,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Chennai Super Kings,0,2,PP,0,PULL,Gujarat Titans,0,2022
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Tim Southee,RAP,pace bowler,RMF,1,0,India,4/23/2022,caught,1,"Dr DY Patil Sports Academy, Mumbai",1324,1,1,GOOD_LENGTH,DOWN_LEG,0,Kolkata Knight Riders,1,2,PP,0,LEG_GLANCE,Gujarat Titans,0,2022
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Tushar Deshpande,RAP,pace bowler,RM,0,1,India,5/28/2023,"",1,"Narendra Modi Stadium, Ahmedabad",2121,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Chennai Super Kings,0,2,PP,0,DEFENDED,Gujarat Titans,0,2023
0,0,0,0,0,0,1,1.01,1,Shubman Gill,RHB,Varun Aaron,RAP,pace bowler,RF,0,1,United Arab Emirates,11/1/2020,"",1,Dubai International Cricket Stadium,745,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,2,PP,0,SQUARE_DRIVE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Arshdeep Singh,LAP,pace bowler,LMF,0,0,United Arab Emirates,10/1/2021,"",1,Dubai International Cricket Stadium,970,1,1,FULL,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,3,PP,0,COVER_DRIVE,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Bhuvneshwar Kumar,RAP,pace bowler,RM,0,0,India,4/27/2022,"",1,"Wankhede Stadium, Mumbai",1331,1,2,SHORT_OF_A_GOOD_LENGTH,WIDE_OUTSIDE_OFFSTUMP,0,Sunrisers Hyderabad,0,3,PP,0,CUT_SHOT,Gujarat Titans,0,2022
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Bhuvneshwar Kumar,RAP,pace bowler,RM,0,1,India,4/11/2022,"",1,"Dr DY Patil Sports Academy, Mumbai",1303,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Sunrisers Hyderabad,0,3,PP,0,PUSH,Gujarat Titans,0,2022
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Chetan Sakariya,LAP,pace bowler,LMF,0,1,United Arab Emirates,10/7/2021,"",1,Sharjah Cricket Stadium,1031,1,1,GOOD_LENGTH,DOWN_LEG,0,Rajasthan Royals,0,3,PP,0,FLICK,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Ishant Sharma,RAP,pace bowler,RFM,0,1,India,4/12/2019,"",1,"Eden Gardens, Kolkata",187,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Delhi Capitals,0,3,PP,0,DEFENDED,Kolkata Knight Riders,0,2019
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Jason Behrendorff,LAP,pace bowler,LFM,0,0,India,5/26/2023,"",1,"Narendra Modi Stadium, Ahmedabad",2060,1,1,GOOD_LENGTH,ON_THE_STUMPS,0,Mumbai Indians,0,3,PP,0,ON_DRIVE,Gujarat Titans,0,2023
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Manimaran Siddharth,SLA,spin bowler,SLA,0,1,India,4/7/2024,"",1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2250,1,2,GOOD_LENGTH,ON_THE_STUMPS,0,Lucknow Super Giants,0,3,PP,0,ON_DRIVE,Gujarat Titans,0,2024
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Mohammed Siraj,RAP,pace bowler,RMF,0,1,United Arab Emirates,10/11/2021,"",1,Sharjah Cricket Stadium,1077,1,2,FULL_TOSS,OUTSIDE_OFFSTUMP,0,Royal Challengers Bangalore,0,3,PP,0,ON_DRIVE,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Mohsin Khan,LAP,pace bowler,LMF,0,1,India,5/10/2022,"",1,"Maharashtra Cricket Association Stadium, Pune",1424,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Lucknow Super Giants,0,3,PP,0,DEFENDED,Gujarat Titans,0,2022
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Murugan Ashwin,RWS,spin bowler,LBG,0,1,India,5/6/2022,"",1,"Brabourne Stadium, Mumbai",1386,1,2,GOOD_LENGTH,ON_THE_STUMPS,0,Mumbai Indians,0,3,PP,0,FLICK,Gujarat Titans,0,2022
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Navdeep Saini,RAP,pace bowler,RF,0,1,United Arab Emirates,10/21/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",671,1,1,GOOD_LENGTH,ON_THE_STUMPS,0,Royal Challengers Bangalore,0,3,PP,0,ON_DRIVE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Sandeep Sharma,RAP,pace bowler,RM,0,1,India,5/3/2022,run out,1,"Dr DY Patil Sports Academy, Mumbai",1384,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,1,3,PP,0,PUSH,Gujarat Titans,0,2022
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Sandeep Sharma,RAP,pace bowler,RM,0,1,United Arab Emirates,10/18/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",635,1,1,FULL,OUTSIDE_OFFSTUMP,0,Sunrisers Hyderabad,0,3,PP,0,COVER_DRIVE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Trent Boult,LAP,pace bowler,LFM,0,0,India,4/10/2024,"",1,"Sawai Mansingh Stadium, Jaipur",2266,1,2,FULL,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,3,PP,0,PUSH,Gujarat Titans,0,2024
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Trent Boult,LAP,pace bowler,LFM,0,1,India,5/29/2022,"",1,"Narendra Modi Stadium, Ahmedabad",1517,1,2,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,3,PP,0,DEFENDED,Gujarat Titans,0,2022
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Trent Boult,LAP,pace bowler,LFM,0,1,India,5/5/2023,"",1,"Sawai Mansingh Stadium, Jaipur",1809,1,2,FULL,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,3,PP,0,COVER_DRIVE,Gujarat Titans,0,2023
0,0,0,0,0,0,1,2.01,1,Shubman Gill,RHB,Varun Aaron,RAP,pace bowler,RF,0,1,India,4/25/2019,"",1,"Eden Gardens, Kolkata",261,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,3,PP,0,DEFENDED,Kolkata Knight Riders,0,2019
0,0,0,0,0,0,1,3.01,0,Shubman Gill,RHB,Josh Hazlewood,RAP,pace bowler,RFM,0,0,United Arab Emirates,10/15/2021,"",0,Dubai International Cricket Stadium,1147,1,2,SHORT_OF_A_GOOD_LENGTH,ON_THE_STUMPS,0,Chennai Super Kings,0,4,PP,0,PULL,Kolkata Knight Riders,1,2021
0,0,0,0,0,0,1,3.01,0,Shubman Gill,RHB,Mohammed Siraj,RAP,pace bowler,RF,0,0,India,5/4/2024,"",0,"M Chinnaswamy Stadium, Bengaluru",2372,1,1,GOOD_LENGTH,DOWN_LEG,0,Royal Challengers Bengaluru,0,4,PP,0,FLICK,Gujarat Titans,1,2024
0,0,0,0,0,0,1,3.01,0,Shubman Gill,RHB,Shardul Thakur,RAP,pace bowler,RM,0,0,India,4/2/2022,"",0,"Maharashtra Cricket Association Stadium, Pune",1193,1,1,GOOD_LENGTH,DOWN_LEG,0,Delhi Capitals,0,4,PP,0,LEFT_ALONE,Gujarat Titans,1,2022
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Anrich Nortje,RAP,pace bowler,RF,1,0,India,5/2/2023,caught,1,"Narendra Modi Stadium, Ahmedabad",1802,1,2,FULL,OUTSIDE_OFFSTUMP,0,Delhi Capitals,1,4,PP,0,SQUARE_DRIVE,Gujarat Titans,0,2023
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Arshdeep Singh,LAP,pace bowler,LMF,0,1,India,4/4/2024,"",1,"Narendra Modi Stadium, Ahmedabad",2200,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,4,PP,0,COVER_DRIVE,Gujarat Titans,0,2024
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Axar Patel,SLA,spin bowler,SLA,0,1,India,4/29/2021,"",1,"Narendra Modi Stadium, Ahmedabad",851,1,1,GOOD_LENGTH,ON_THE_STUMPS,0,Delhi Capitals,0,4,PP,0,PUSH,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Axar Patel,SLA,spin bowler,SLA,0,1,United Arab Emirates,10/13/2021,"",1,Sharjah Cricket Stadium,1097,1,2,GOOD_LENGTH,ON_THE_STUMPS,0,Delhi Capitals,0,4,PP,0,FLICK,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Fazalhaq Farooqi,LAP,pace bowler,LFM,0,1,India,5/15/2023,"",1,"Narendra Modi Stadium, Ahmedabad",1903,1,1,SHORT_OF_A_GOOD_LENGTH,ON_THE_STUMPS,0,Sunrisers Hyderabad,0,4,PP,0,DAB,Gujarat Titans,0,2023
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Hardik Pandya,RAP,pace bowler,RMF,1,0,India,5/6/2018,caught,1,"Wankhede Stadium, Mumbai",97,1,2,FULL,OUTSIDE_OFFSTUMP,0,Mumbai Indians,1,4,PP,0,ON_DRIVE,Kolkata Knight Riders,0,2018
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Jasprit Bumrah,RAP,pace bowler,RF,0,1,United Arab Emirates,10/16/2020,"",1,"Zayed Cricket Stadium, Abu Dhabi",615,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Mumbai Indians,0,4,PP,0,DEFENDED,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Keshav Maharaj,SLA,spin bowler,SLA,0,1,India,4/10/2024,"",1,"Sawai Mansingh Stadium, Jaipur",2269,1,2,FULL,DOWN_LEG,0,Rajasthan Royals,0,4,PP,0,PUSH,Gujarat Titans,0,2024
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Lockie Ferguson,RAP,pace bowler,RF,0,1,India,4/9/2023,"",1,"Narendra Modi Stadium, Ahmedabad",1612,1,1,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Kolkata Knight Riders,0,4,PP,0,STEERED,Gujarat Titans,0,2023
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Mitchell Santner,SLA,spin bowler,SLA,0,1,India,5/15/2022,"",1,"Wankhede Stadium, Mumbai",1474,1,2,GOOD_LENGTH,ON_THE_STUMPS,0,Chennai Super Kings,0,4,PP,0,DEFENDED,Gujarat Titans,0,2022
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Mohammed Shami,RAP,pace bowler,RF,0,1,United Arab Emirates,10/26/2020,"",1,Sharjah Cricket Stadium,690,1,1,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Punjab Kings,0,4,PP,0,DEFENDED,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Mustafizur Rahman,LAP,pace bowler,LFM,0,1,India,4/24/2021,"",1,"Wankhede Stadium, Mumbai",821,1,1,SHORT_OF_A_GOOD_LENGTH,DOWN_LEG,0,Rajasthan Royals,0,4,PP,0,FLICK,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Navdeep Saini,RAP,pace bowler,RF,0,1,India,4/19/2019,"",1,"Eden Gardens, Kolkata",246,1,2,FULL,OUTSIDE_OFFSTUMP,0,Royal Challengers Bangalore,0,4,PP,0,COVER_DRIVE,Kolkata Knight Riders,0,2019
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Prasidh Krishna,RAP,pace bowler,RFM,0,1,India,5/24/2022,"",1,"Eden Gardens, Kolkata",1496,1,2,SHORT_OF_A_GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,4,PP,0,FLICK,Gujarat Titans,0,2022
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,T Natarajan,LAP,pace bowler,LM,0,1,India,4/27/2022,"",1,"Wankhede Stadium, Mumbai",1334,1,2,GOOD_LENGTH,ON_THE_STUMPS,0,Sunrisers Hyderabad,0,4,PP,0,FLICK,Gujarat Titans,0,2022
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Tushar Deshpande,RAP,pace bowler,RM,0,1,India,5/23/2023,"",1,"MA Chidambaram Stadium, Chepauk, Chennai",2022,1,2,GOOD_LENGTH,OUTSIDE_OFFSTUMP,0,Chennai Super Kings,0,4,PP,0,COVER_DRIVE,Gujarat Titans,0,2023
0,0,0,0,0,0,1,3.01,1,Shubman Gill,RHB,Yash Dayal,LAP,pace bowler,LMF,0,1,India,4/28/2024,"",1,"Narendra Modi Stadium, Ahmedabad",2359,1,1,GOOD_LENGTH,ON_THE_STUMPS,0,Royal Challengers Bengaluru,0,4,PP,0,FLICK,Gujarat Titans,0,2024
0,0,0,0,0,0,1,4.01,1,Shubman Gill,RHB,Anrich Nortje,RAP,pace bowler,RF,1,0,India,4/4/2023,bowled,1,"Arun Jaitley Stadium, Delhi",1605,1,2,GOOD_LENGTH,ON_THE_STUMPS,0,Delhi Capitals,1,5,PP,0,DEFENDED,Gujarat Titans,0,2023
0,0,0,0,0,0,1,4.01,1,Shubman Gill,RHB,Arshdeep Singh,LAP,pace bowler,LMF,0,1,United Arab Emirates,10/26/2020,"",1,Sharjah Cricket Stadium,693,1,1,SHORT_OF_A_GOOD_LENGTH,ON_THE_STUMPS,0,Punjab Kings,0,5,PP,0,SQUARE_DRIVE,Kolkata Knight Riders,0,2020
0,0,0,0,0,0,1,4.01,1,Shubman Gill,RHB,Avesh Khan,RAP,pace bowler,RFM,0,1,India,4/29/2021,"",1,"Narendra Modi Stadium, Ahmedabad",853,1,1,SHORT_OF_A_GOOD_LENGTH,ON_THE_STUMPS,0,Delhi Capitals,0,5,PP,0,DEFENDED,Kolkata Knight Riders,0,2021
0,0,0,0,0,0,1,4.01,1,Shubman Gill,RHB,Ben Stokes,RAP,pace bowler,RFM,0,1,United Arab Emirates,11/1/2020,"",1,Dubai International Cricket Stadium,756,1,1,GOOD_LENGTH,WIDE_OUTSIDE_OFFSTUMP,0,Rajasthan Royals,0,5,PP,0,PUSH,Kolkata Knight Riders,0,2020
